Categoria,Fundo,Fundo_norm,Data Inicio,Cota (R$),Variacao Dia (%),Acum. Mes (%),Acum. Ano (%),Acum. 12M (%),PL (milhoes R$),Perfil,Perfis
ACOES,CAIXA FIF AÇÕES PETROBRÁS RESP LTDA,CAIXA FIF ACOES PETROBRAS RESP LTDA,10/07/2000,"47,27645700","0,708","-0,95","61,93","73,10","976,424",PF,PF | PJ | TODOS
ACOES,CAIXA FIF ACOES INDEXA IAGRO RESP LTDA,CAIXA FIF ACOES INDEXA IAGRO RESP LTDA,14/06/2022,"0,92971900","-0,340","-7,70","-3,41","-12,99","3,163",PF,PF | PJ | RPPS
ACOES,CAIXA FIC FIF ACOES COMPROMISSO BDR NIVEL I RESP LTDA,CAIXA FIC FIF ACOES COMPROMISSO BDR NIVEL I RESP LTDA,05/11/2021,"1,18570000","-0,896","1,72","-2,02","12,82","3,916",PF,PF | PJ | RPPS
ACOES,CAIXA SEGURIDADE II FIF ACOES - RESP LTDA,CAIXA SEGURIDADE II FIF ACOES - RESP LTDA,24/03/2025,"1,33484200","-0,383","-1,06","11,47","17,77","20,337",PF,PF | PJ
ACOES,CAIXA FIF ACOES ELETROBRAS RESP LTDA,CAIXA FIF ACOES ELETROBRAS RESP LTDA,30/05/2022,"2,09972900","-0,606","5,88","22,14","94,05","304,463",PF,PF | PJ | RPPS
ACOES,CAIXA FIC ACOES EXPERT VERDE AM LONG BIAS - RESP LTDA,CAIXA FIC ACOES EXPERT VERDE AM LONG BIAS - RESP LTDA,05/10/2020,"1.083,64854400","-0,003","0,82","10,53","31,90","8,752",PF,PF | PJ | TODOS
ACOES,CAIXA EXPERT CLARITAS VALOR FIC FIF AÇÕES - RESP LTDA,CAIXA EXPERT CLARITAS VALOR FIC FIF ACOES - RESP LTDA,19/10/2020,"1.630,51163100","-0,002","0,27","9,00","27,36","23,836",PF,GOV | PF | PJ | RPPS | TODOS
FUNDO DE INDICE,CAIXA ETF IBOVESPA FUNDO DE ÍNDICE RESP LTDA,CAIXA ETF IBOVESPA FUNDO DE INDICE RESP LTDA,12/11/2012,"183,79257602","-0,497","0,63","16,63","38,83","45,949",PF,PF | TODOS
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS ELETROBRAS MIGRACAO,CAIXA FMP-FGTS ELETROBRAS MIGRACAO,09/06/2022,"2,14668700","-0,589","5,93","22,26","94,47","5,835",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS ELETROBRAS RESP LTDA,CAIXA FMP-FGTS ELETROBRAS RESP LTDA,14/06/2022,"2,09510000","-0,591","5,99","22,38","94,69","1.929,071",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS PETROBRÁS IV RESP LTDA,CAIXA FMP-FGTS PETROBRAS IV RESP LTDA,17/08/2000,"52,56975000","0,711","-0,88","62,31","74,10","774,727",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS VALE RIO DOCE II RESP LTDA,CAIXA FMP-FGTS VALE RIO DOCE II RESP LTDA,27/03/2002,"44,31312900","-1,301","2,20","16,01","66,00","811,221",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS CL ABSOLUTO RESP LTDA,CAIXA FMP-FGTS CL ABSOLUTO RESP LTDA,24/08/2001,"17,97271000","-0,252","0,77","6,56","33,25","125,184",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS VALE RIO DOCE MIGRAÇÃO RESP LTDA,CAIXA FMP-FGTS VALE RIO DOCE MIGRACAO RESP LTDA,26/02/2002,"37,16866600","-1,298","2,17","15,83","64,80","12,143",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS PETROBRÁS II RESP LTDA,CAIXA FMP-FGTS PETROBRAS II RESP LTDA,17/08/2000,"46,46348000","0,711","-0,94","62,06","73,28","669,483",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS VALE RIO DOCE I RESP LTDA,CAIXA FMP-FGTS VALE RIO DOCE I RESP LTDA,27/03/2002,"38,16727800","-1,305","2,15","15,82","65,09","485,114",PF,PF
FUNDOS MUTUOS DE PRIVATIZACAO,CAIXA FMP-FGTS PETROBRÁS III RESP LTDA,CAIXA FMP-FGTS PETROBRAS III RESP LTDA,17/08/2000,"49,39200600","0,711","-0,91","62,19","73,68","778,935",PF,PF
RENDA FIXA SIMPLES,CAIXA AZULZINHA FIC FIF RF SIMPLES - RESP LTDA (2) (8),CAIXA AZULZINHA FIC FIF RF SIMPLES - RESP LTDA (2) (8),13/06/2025,"1,11129200","0,047","0,86","3,86","0,00","44,862",PJ,PJ
RENDA FIXA SIMPLES,CAIXA FIC FIF AMETISTA CORP RF SIMPLES RESP LTDA (8),CAIXA FIC FIF AMETISTA CORP RF SIMPLES RESP LTDA (8),12/07/2023,"1,34108500","0,048","0,86","3,91","13,04","173,544",PJ,PJ
RENDA FIXA,CAIXA FIC FIF TITULO PUBLICO MPE RF LP RESP LTDA,CAIXA FIC FIF TITULO PUBLICO MPE RF LP RESP LTDA,05/10/2012,"3,17682400","0,051","0,93","4,24","13,80","15,167",PJ,PJ | TODOS
RENDA FIXA,CAIXA FIF SAUDE SUPLEMENTAR ANS RF LP - RESP LTDA,CAIXA FIF SAUDE SUPLEMENTAR ANS RF LP - RESP LTDA,15/07/2008,"5,05568100","0,052","0,94","4,36","14,52","782,766",PJ,PJ | TODOS
RENDA FIXA,CAIXA FIC FIF EQUILIBRIO MPE RF LP RESP LTDA,CAIXA FIC FIF EQUILIBRIO MPE RF LP RESP LTDA,05/07/2006,"5,80792200","0,056","0,91","4,12","13,94","41,260",PJ,PJ | TODOS
RENDA FIXA,CAIXA FIC FIF PATRIMONIO IND.DE PRECOS RF LP RESP LTDA,CAIXA FIC FIF PATRIMONIO IND.DE PRECOS RF LP RESP LTDA,03/01/2000,"23,50727200","0,034","1,18","4,99","11,58","94,110",PJ,PJ | TODOS
RENDA FIXA,CAIXA GIRO EMPRESAS FIC FIF RF REF DI LP RESP LTDA,CAIXA GIRO EMPRESAS FIC FIF RF REF DI LP RESP LTDA,27/03/2013,"3,23062800","0,052","0,93","4,28","14,27","7.650,720",PJ,PJ
RENDA FIXA,CAIXA FIF SAFIRA CORPORATIVO RF LP - RESP LTDA,CAIXA FIF SAFIRA CORPORATIVO RF LP - RESP LTDA,11/05/2009,"4,81456200","0,053","0,98","4,42","14,75","3.146,939",PJ,PJ
RENDA FIXA,CAIXA FIF DIAMANTE CORP RF CRED PRIV LP - RESP LTDA,CAIXA FIF DIAMANTE CORP RF CRED PRIV LP - RESP LTDA,06/11/2019,"1.858,55312900","0,064","0,98","4,40","15,05","14.633,436",PJ,PJ | TODOS
RENDA FIXA,CAIXA FIC INST SOBERANO PLUS RF (8),CAIXA FIC INST SOBERANO PLUS RF (8),21/10/2022,"1,52860658","0,053","0,96","4,42","14,77","316,701",PJ,PJ
RENDA FIXA,CAIXA FIF SAUDE SUPLEMENTAR ANS II RF LP - RESP LTDA,CAIXA FIF SAUDE SUPLEMENTAR ANS II RF LP - RESP LTDA,04/12/2008,"5,05621700","0,053","0,96","4,44","14,81","284,839",PJ,PJ | TODOS
RENDA FIXA,CAIXA FIF SEBRAE RF LP RESP LTDA,CAIXA FIF SEBRAE RF LP RESP LTDA,22/12/2000,"17,67899800","0,053","0,99","4,42","14,80","4.724,940",PJ,PJ | TODOS
RENDA FIXA,CAIXA FIF CNI RF LP - RESP LTDA,CAIXA FIF CNI RF LP - RESP LTDA,26/01/2005,"8,59548300","0,052","0,97","4,37","14,72","3.959,663",PJ,PJ | TODOS
RENDA FIXA REFERENCIADO,CAIXA FIC FIF GIRO MPE REF DI LP RESP LTDA,CAIXA FIC FIF GIRO MPE REF DI LP RESP LTDA,09/09/2013,"2,79113800","0,048","0,87","3,99","13,26","13.367,641",PJ,PJ
RENDA FIXA REFERENCIADO,CAIXA FIF TOPAZIO CORP RF REFERENC DI - RESP LTDA,CAIXA FIF TOPAZIO CORP RF REFERENC DI - RESP LTDA,22/06/2010,"4,36942900","0,053","0,97","4,45","14,84","11.984,337",PJ,GOV | PJ | RPPS
RENDA FIXA REFERENCIADO,CAIXA FIC ESMERALDA CORP RF REF DI CRED PRIV LP - RESP LTDA,CAIXA FIC ESMERALDA CORP RF REF DI CRED PRIV LP - RESP LTDA,03/11/2023,"1,35552300","0,054","0,98","4,49","15,05","4.134,109",PJ,PJ
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF TURQUESA CORPORATIVO RF CP RESP LTDA (8),CAIXA FIC FIF TURQUESA CORPORATIVO RF CP RESP LTDA (8),01/10/2020,"1.749,09987700","0,053","0,97","4,37","14,65","1.467,400",PJ,PJ | TODOS
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF AUTOMATICO POLIS RF CURTO PRAZO RESP LTDA (8),CAIXA FIC FIF AUTOMATICO POLIS RF CURTO PRAZO RESP LTDA (8),13/06/2023,"1,29389900","0,044","0,79","3,58","11,56","33.810,240",GOV,GOV
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF PRÁTICO RF CURTO PRAZO RESP LTDA (8),CAIXA FIC FIF PRATICO RF CURTO PRAZO RESP LTDA (8),02/10/1995,"9,29488800","0,047","0,85","3,84","12,46","2.990,283",GOV,GOV | TODOS
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF TRANSFERÊNCIA VOLUNTÁRIA RF CP RESP LTDA (8),CAIXA FIC FIF TRANSFERENCIA VOLUNTARIA RF CP RESP LTDA (8),16/10/2012,"2,44806600","0,047","0,85","3,84","12,47","11.764,939",GOV,GOV | TODOS
RENDA FIXA,CAIXA FIF BRASIL MATRIZ RF RESP LTDA,CAIXA FIF BRASIL MATRIZ RF RESP LTDA,17/12/2015,"2,57077700","0,057","0,98","4,38","14,77","9.663,322",RPPS,RPPS
RENDA FIXA,CAIXA FIC FIF BRASIL GESTÃO ESTRATÉGICA RF RESP LTDA,CAIXA FIC FIF BRASIL GESTAO ESTRATEGICA RF RESP LTDA,04/11/2016,"2,38611600","0,028","1,22","3,60","12,87","3.774,302",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA BRASIL INFLAÇÃO ATIVA FIF RF CRED PRIV RESP LTDA,CAIXA BRASIL INFLACAO ATIVA FIF RF CRED PRIV RESP LTDA,17/04/2015,"2,95615700","0,039","1,18","4,82","11,66","41,811",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIC FIF BRASIL RENDA FIXA ATIVA LP RESP LTDA,CAIXA FIC FIF BRASIL RENDA FIXA ATIVA LP RESP LTDA,15/04/2020,"1.625,50443600","0,044","1,03","3,57","11,43","456,691",RPPS,RPPS
RENDA FIXA,CAIXA FI BRASIL IRF-M 1 TP RF,CAIXA FI BRASIL IRF-M 1 TP RF,28/05/2010,"4,41932500","0,056","0,91","4,15","14,21","10.973,462",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF BRASIL IDKA IPCA 2A TIT PUB RF LP RESP LTDA,CAIXA FIF BRASIL IDKA IPCA 2A TIT PUB RF LP RESP LTDA,16/08/2012,"3,77875700","0,047","1,07","4,97","11,71","2.929,414",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF BRASIL IRF-M TP RF LP - RESP LTDA,CAIXA FIF BRASIL IRF-M TP RF LP - RESP LTDA,16/08/2012,"3,61561300","0,034","1,28","3,57","13,78","1.718,422",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FI BRASIL IMA-B TP RF LP,CAIXA FI BRASIL IMA-B TP RF LP,08/03/2010,"5,15277700","-0,032","1,82","4,79","12,54","2.530,864",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF BRASIL IMA-B 5 TP RF LP - RESP LTDA,CAIXA FIF BRASIL IMA-B 5 TP RF LP - RESP LTDA,09/07/2010,"5,12816800","0,034","1,19","5,04","11,76","5.263,187",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF BRASIL IMA GERAL TP RF LP - RESP LTDA,CAIXA FIF BRASIL IMA GERAL TP RF LP - RESP LTDA,08/07/2010,"4,70955700","0,025","1,25","4,34","14,04","529,405",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF RS TITULOS PUBLICOS RF LP - RESP LTDA,CAIXA FIF RS TITULOS PUBLICOS RF LP - RESP LTDA,18/07/2005,"7,84342500","0,053","0,97","4,38","14,59","161,075",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF BRASIL IMA-B 5+ TP RF LP - RESP LTDA,CAIXA FIF BRASIL IMA-B 5+ TP RF LP - RESP LTDA,18/04/2012,"3,48930300","-0,082","2,30","4,58","13,06","937,451",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FI BRASIL IRF-M 1+ TP RF LP,CAIXA FI BRASIL IRF-M 1+ TP RF LP,11/05/2012,"3,75953400","0,025","1,41","3,38","13,61","697,586",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF BRASIL TITULOS PUBLICOS RF LP - RESP LTDA,CAIXA FIF BRASIL TITULOS PUBLICOS RF LP - RESP LTDA,10/02/2006,"7,07838300","0,052","0,97","4,40","14,67","13.113,554",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF ALIANÇA TP RF CURTO PRAZO - RESP LTDA,CAIXA FIF ALIANCA TP RF CURTO PRAZO - RESP LTDA,01/11/2005,"7,39284700","0,053","0,96","4,35","14,55","3.720,083",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIC FIF BRASIL IDKA PRE 2A RF LP RESP LTDA,CAIXA FIC FIF BRASIL IDKA PRE 2A RF LP RESP LTDA,21/09/2022,"1,43600300","0,026","1,00","2,98","12,58","167,814",RPPS,RPPS
RENDA FIXA,CAIXA FIC FIF BRASIL DISPONIBILIDADES SIMPLES RF RESP LTDA,CAIXA FIC FIF BRASIL DISPONIBILIDADES SIMPLES RF RESP LTDA,30/08/2012,"3,10004800","0,051","0,91","4,13","13,67","1.781,979",RPPS,RPPS | TODOS
RENDA FIXA REFERENCIADO,CAIXA FIC FIF BRASIL RF REFER DI LONGO PRAZO RESP LTDA,CAIXA FIC FIF BRASIL RF REFER DI LONGO PRAZO RESP LTDA,05/07/2006,"6,62557800","0,058","0,97","4,39","14,81","24.473,934",RPPS,RPPS | TODOS
RENDA FIXA REFERENCIADO,CAIXA FIC FIF NOVO BRASIL RF IMA-B LP RESP LTDA,CAIXA FIC FIF NOVO BRASIL RF IMA-B LP RESP LTDA,27/10/2009,"5,51701800","-0,029","1,81","4,96","12,90","598,946",RPPS,RPPS | TODOS
MULTIMERCADO,CAIXA FIC FIF BRASIL ESTRATÉGIA LIVRE MM LP RESP LTDA (1),CAIXA FIC FIF BRASIL ESTRATEGIA LIVRE MM LP RESP LTDA (1),21/10/2019,-,-,-,-,-,-,RPPS,RPPS
ACOES,CAIXA FIF AÇOES BRASIL IBOVESPA RESP LTDA,CAIXA FIF ACOES BRASIL IBOVESPA RESP LTDA,29/07/2011,"4,22390300","-0,501","0,62","16,66","38,84","320,358",RPPS,RPPS | TODOS
ACOES,CAIXA FIF AÇÕES BRASIL ETF IBOVESPA RESP LTDA,CAIXA FIF ACOES BRASIL ETF IBOVESPA RESP LTDA,27/11/2012,"3,88127600","-0,504","0,63","16,41","38,39","11,158",RPPS,RPPS | TODOS
ACOES,CAIXA FIF AÇÕES INSTITUCIONAL BDR NIVEL I RESP LTDA,CAIXA FIF ACOES INSTITUCIONAL BDR NIVEL I RESP LTDA,24/06/2013,"10,51680933","-0,645","7,52","-4,96","23,02","2.184,272",RPPS,RPPS | TODOS
ACOES,CAIXA FIF ACOES BRASIL IBX-50 RESP LTDA,CAIXA FIF ACOES BRASIL IBX-50 RESP LTDA,18/02/2008,"2,16593900","-0,465","0,17","14,27","34,46","213,807",RPPS,RPPS | TODOS
ACOES,CAIXA ATENA FIC FIF AÇÕES BRASIL LIVRE QUANT RESP LTDA,CAIXA ATENA FIC FIF ACOES BRASIL LIVRE QUANT RESP LTDA,31/07/2019,"2,19349900","-0,371","0,60","5,79","31,24","843,233",RPPS,RPPS
ACOES,CAIXA FIC ACOES EXPERT VINCI VALOR DIVIDENDOS RPPS RESP LTDA,CAIXA FIC ACOES EXPERT VINCI VALOR DIVIDENDOS RPPS RESP LTDA,23/08/2012,"3,69461101","-0,616","0,70","13,56","32,88","1.417,166",RPPS,RPPS | TODOS
ACOES,CAIXA FIC ACOES EXPERT VINCI VALOR RPPS RESP LTDA,CAIXA FIC ACOES EXPERT VINCI VALOR RPPS RESP LTDA,12/12/2011,"2,73204532","-0,720","0,97","15,58","36,69","845,624",RPPS,RPPS | TODOS
RENDA FIXA,CAIXA FIF EXTRAMERCADO COMUM IRFM-1 RF RESP LTDA,CAIXA FIF EXTRAMERCADO COMUM IRFM-1 RF RESP LTDA,13/02/2012,"3,69764300","0,056","0,89","4,13","14,24","5.230,128",TODOS,TODOS
